partID,measure,movement,leg,rep,result_n,result_bw,age,gender,height,boxRatio,weight,weightKg,yearsTraining,preferredFoot
A05,VertPeak,Dash,Running,3,1215.090444,1.9195741611374406,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Kong,Precision,1,1707.806137,2.697955982622433,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Kong,Precision,2,1771.619171,2.7987664628751974,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Kong,Precision,3,1655.425949,2.615206870458136,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Kong,Running,1,4132.329254,6.528166278041074,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Kong,Running,2,3602.126732,5.690563557661927,24,Female,165.9,0.58,633,64.5,8,Right
A05,VertPeak,Kong,Running,3,4710.808319,7.4420352590837275,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Drop,Precision,1,474.7355955,0.7499772440758293,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Drop,Precision,2,349.521698,0.5521669794628752,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Drop,Precision,3,419.6815645,0.6630040513428119,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Drop,Running,1,594.194305,0.9386955845181675,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Drop,Running,2,646.039978,1.0206002812006318,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Drop,Running,3,619.529327,0.9787193159557661,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Step,Precision,1,363.113373,0.5736388199052133,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Step,Precision,2,332.021591,0.5245206808846762,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Step,Precision,3,332.274002,0.5249194344391785,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Step,Running,1,212.324085,0.3354250947867298,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Step,Running,2,256.005589,0.4044322101105845,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Step,Running,3,377.429855,0.5962556951026856,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Dash,Precision,1,264.5702745,0.41796251895734593,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Dash,Precision,2,243.1158525,0.38406927725118484,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Dash,Precision,3,177.009491,0.27963584676145337,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Dash,Running,1,192.471268,0.30406203475513427,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Dash,Running,2,202.790871,0.3203647251184834,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Dash,Running,3,140.533752,0.2220122464454976,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Kong,Precision,1,458.368561,0.7241209494470774,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Kong,Precision,2,467.456009,0.7384771074249605,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Kong,Precision,3,397.845169,0.6285073759873617,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Kong,Running,1,568.193138,0.8976194913112164,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Kong,Running,2,507.538551,0.8017986587677725,24,Female,165.9,0.58,633,64.5,8,Right
A05,HorzPeak,Kong,Running,3,666.00264,1.0521368720379147,24,Female,165.9,0.58,633,64.5,8,Right
A06,VertPeak,Drop,Precision,1,1558.934662,1.8492700616844602,41,Male,175.9,0.55,843,85.9,11,Left
A06,VertPeak,Drop,Precision,2,1408.9487455,1.671350825029656,41,Male,175.9,0.55,843,85.9,11,Left
